特征变量,特征变量中文,目标变量,目标变量中文,配对样本数,Spearman系数,Spearman显著性p值,Pearson系数,Pearson显著性p值
连续低温天数,连续低温天数,white_incidence,白斑病发病株率,120,0.15004505181905906,0.10189584760935692,0.024805946500543165,0.7879814900475478
连续低温天数,连续低温天数,white_index,白斑病病情指数,120,0.14935567250467904,0.10349727505127143,0.040057274793717984,0.6640074833665018
连续适温天数,连续适温天数,gray_incidence,灰斑病发病株率,119,-0.22845836131507882,0.012453627034963046,-0.04136101992201558,0.6551464516738637
连续适温天数,连续适温天数,gray_index,灰斑病病情指数,118,-0.25023184078256694,0.006277974344009522,-0.10710369952724717,0.24834324214562967
连续适温天数,连续适温天数,blight_incidence,大斑病发病株率,121,0.018810232497685757,0.8377417361278102,-0.09784198787577222,0.2856764714709743
连续适温天数,连续适温天数,blight_index,大斑病病情指数,121,0.019282372003493635,0.8337270372021343,-0.08368989547684526,0.361434287968612
连续适温天数,连续适温天数,white_incidence,白斑病发病株率,120,-0.16982206949003,0.06369210902081458,-0.12690471464553427,0.16721381681923914
连续适温天数,连续适温天数,white_index,白斑病病情指数,120,-0.16703889048233697,0.06822760293225104,-0.09713028618397125,0.2912562295216456
连续高湿天数,连续高湿天数,gray_incidence,灰斑病发病株率,119,0.042721277119269783,0.6445649556410338,-0.09609095616301999,0.29853877547216345
连续高湿天数,连续高湿天数,gray_index,灰斑病病情指数,118,0.07361414806712312,0.4282338567612361,-0.005855915126191002,0.9498183460745299
连续高湿天数,连续高湿天数,blight_incidence,大斑病发病株率,121,0.34923545988178273,8.634381890892977e-05,0.40128431143675236,5.078075844295676e-06
连续高湿天数,连续高湿天数,blight_index,大斑病病情指数,121,0.3459728937773911,0.0001015157487575539,0.2954927454170788,0.001000165735201047
连续高湿天数,连续高湿天数,white_incidence,白斑病发病株率,120,-0.013687355973229454,0.8820468055518259,0.17914583181696,0.05025677407955595
连续高湿天数,连续高湿天数,white_index,白斑病病情指数,120,-0.005667559896126308,0.9510122557103539,0.1262460690855816,0.16944627437013218
7天内高湿天数,7天内高湿天数,gray_incidence,灰斑病发病株率,119,0.14557056036649593,0.11418650433196684,0.10363618983932509,0.2620208832668248
7天内高湿天数,7天内高湿天数,gray_index,灰斑病病情指数,118,0.14290802825881477,0.12263963084120502,0.12217476132179973,0.18751268219379313
7天内高湿天数,7天内高湿天数,blight_incidence,大斑病发病株率,121,0.4405649810262468,4.258302161597338e-07,0.5583698362093696,2.8420209958286046e-11
7天内高湿天数,7天内高湿天数,blight_index,大斑病病情指数,121,0.4400532971849854,4.4070501888473747e-07,0.4643739752836317,8.086147497924689e-08
7天内高湿天数,7天内高湿天数,white_incidence,白斑病发病株率,120,0.3019255332320896,0.0008041034379212577,0.2763022782764179,0.0022524259688806916
7天内高湿天数,7天内高湿天数,white_index,白斑病病情指数,120,0.291716643905132,0.0012259938480851777,0.1388855809959038,0.13032217438861857
28天内高湿天数,28天内高湿天数,gray_incidence,灰斑病发病株率,119,0.2744931616498229,0.002519322429803459,0.14732393056767715,0.10984546427268166
28天内高湿天数,28天内高湿天数,gray_index,灰斑病病情指数,118,0.28212148323524217,0.001967289294346303,0.10797606719249306,0.24448863564094364
28天内高湿天数,28天内高湿天数,blight_incidence,大斑病发病株率,121,0.4108314498602705,2.860428425813912e-06,0.6394133586138955,2.9407901475609645e-15
28天内高湿天数,28天内高湿天数,blight_index,大斑病病情指数,121,0.41005152733235833,2.9997388024650243e-06,0.4960314700717504,7.233285373361541e-09
28天内高湿天数,28天内高湿天数,white_incidence,白斑病发病株率,120,0.5007529046088963,5.729199244414766e-09,0.38861545105238104,1.1535582758120106e-05
28天内高湿天数,28天内高湿天数,white_index,白斑病病情指数,120,0.49066917010936045,1.2765166135982458e-08,0.2501035905616817,0.005869255941008308
7天内强降雨次数,7天内强降雨次数,gray_incidence,灰斑病发病株率,119,-0.0890493823143162,0.33550965594461457,-0.10380407781720662,0.261244592436639
7天内强降雨次数,7天内强降雨次数,gray_index,灰斑病病情指数,118,-0.09106112621985309,0.326747439052083,-0.0537112495136229,0.5634938570069887
7天内强降雨次数,7天内强降雨次数,blight_incidence,大斑病发病株率,121,0.062410756826248255,0.4964692293966556,-0.022628022930229152,0.8054065679646718
7天内强降雨次数,7天内强降雨次数,blight_index,大斑病病情指数,121,0.06731221102756009,0.46320403338697924,0.02371028527880171,0.7962971753557435
7天内强降雨次数,7天内强降雨次数,white_incidence,白斑病发病株率,120,-0.1678748777795737,0.06683853337371176,-0.14911909336072018,0.10405137728852946
7天内强降雨次数,7天内强降雨次数,white_index,白斑病病情指数,120,-0.16769050910087233,0.0671428862296173,-0.13246273765928598,0.1492369252472841
28天内强降雨次数,28天内强降雨次数,gray_incidence,灰斑病发病株率,119,-0.06987803185299667,0.4501547912264279,-0.14216397318938676,0.12300046259724619
28天内强降雨次数,28天内强降雨次数,gray_index,灰斑病病情指数,118,-0.06000151094467934,0.5186506658144058,-0.08766895509187858,0.3451645032730539
28天内强降雨次数,28天内强降雨次数,blight_incidence,大斑病发病株率,121,0.02849854081333179,0.7563381400838421,-0.13600883958299623,0.1368857069894084
28天内强降雨次数,28天内强降雨次数,blight_index,大斑病病情指数,121,0.030745418520884346,0.7377999124575233,-0.0955246456455755,0.2972959464380097
28天内强降雨次数,28天内强降雨次数,white_incidence,白斑病发病株率,120,-0.15644656661378617,0.08793881863779082,-0.18086538271164448,0.04805536182732732
28天内强降雨次数,28天内强降雨次数,white_index,白斑病病情指数,120,-0.1568587917311202,0.08709501094082986,-0.23676827675141,0.00922369759685932
连续强降雨次数,连续强降雨次数,gray_incidence,灰斑病发病株率,119,0.22605782394062718,0.013433737311767266,0.21497398454166222,0.018881799483139557
连续强降雨次数,连续强降雨次数,gray_index,灰斑病病情指数,118,0.2630388252906905,0.004004921444658049,0.3529491099525495,8.8501332908188e-05
连续强降雨次数,连续强降雨次数,blight_incidence,大斑病发病株率,121,-0.07475077818529854,0.41514993160291563,-0.05709188430769275,0.5339421268314047
连续强降雨次数,连续强降雨次数,blight_index,大斑病病情指数,121,-0.0746701166902308,0.41565489685887475,-0.045033925776350105,0.6237941613408355
连续强降雨次数,连续强降雨次数,white_incidence,白斑病发病株率,120,-0.08758188971779027,0.34150345915715963,-0.08057289629350281,0.38167355691738547
连续强降雨次数,连续强降雨次数,white_index,白斑病病情指数,120,-0.08731382524951427,0.3429888330780067,-0.06643527370655614,0.47094547575920387
7天最大单日降雨_mm,7天最大单日降雨_mm,gray_incidence,灰斑病发病株率,119,-0.004152406674427387,0.9642512058887099,-0.10439978257484436,0.258502809640939
7天最大单日降雨_mm,7天最大单日降雨_mm,gray_index,灰斑病病情指数,118,0.0024315461011232093,0.979151884160397,-0.06423614590901051,0.4895219881800482
7天最大单日降雨_mm,7天最大单日降雨_mm,blight_incidence,大斑病发病株率,121,0.21198722755076277,0.019582637101348395,0.053634069762786035,0.5590375935087858
7天最大单日降雨_mm,7天最大单日降雨_mm,blight_index,大斑病病情指数,121,0.2121917073565447,0.01946237476562943,0.04353214587445106,0.6354229252355311
7天最大单日降雨_mm,7天最大单日降雨_mm,white_incidence,白斑病发病株率,120,-0.14079818871427507,0.12506048515917248,-0.15708338541875394,0.08663799927552875
7天最大单日降雨_mm,7天最大单日降雨_mm,white_index,白斑病病情指数,120,-0.1546448170309333,0.09170358729972859,-0.17790721270933155,0.051893652758415995
28天最大单日降雨_mm,28天最大单日降雨_mm,gray_incidence,灰斑病发病株率,119,-0.15592074675023965,0.09039573012552866,-0.1745118975828506,0.05766990078747804
28天最大单日降雨_mm,28天最大单日降雨_mm,gray_index,灰斑病病情指数,118,-0.15756465228536282,0.08837520625799844,-0.1996563974951262,0.030188376863566808
28天最大单日降雨_mm,28天最大单日降雨_mm,blight_incidence,大斑病发病株率,121,0.03172869138598902,0.7297336734750517,-0.02992841612493168,0.7445239540713627
28天最大单日降雨_mm,28天最大单日降雨_mm,blight_index,大斑病病情指数,121,0.030895349255124795,0.7365680930265806,-0.02377253572681859,0.7957740337395415
28天最大单日降雨_mm,28天最大单日降雨_mm,white_incidence,白斑病发病株率,120,-0.12616576360647042,0.169719969205047,-0.1930789535575163,0.03461278435876512
28天最大单日降雨_mm,28天最大单日降雨_mm,white_index,白斑病病情指数,120,-0.13688456325509238,0.13600689385678008,-0.26186693199646605,0.0038625023184132887
连续高温高湿天数,连续高温高湿天数,gray_incidence,灰斑病发病株率,119,,,,
连续高温高湿天数,连续高温高湿天数,gray_index,灰斑病病情指数,118,,,,
连续高温高湿天数,连续高温高湿天数,blight_incidence,大斑病发病株率,121,,,,
连续高温高湿天数,连续高温高湿天数,blight_index,大斑病病情指数,121,,,,
连续高温高湿天数,连续高温高湿天数,white_incidence,白斑病发病株率,120,,,,
连续高温高湿天数,连续高温高湿天数,white_index,白斑病病情指数,120,,,,
连续适温高湿天数,连续适温高湿天数,gray_incidence,灰斑病发病株率,119,,,,
连续适温高湿天数,连续适温高湿天数,gray_index,灰斑病病情指数,118,,,,
连续适温高湿天数,连续适温高湿天数,blight_incidence,大斑病发病株率,121,,,,
连续适温高湿天数,连续适温高湿天数,blight_index,大斑病病情指数,121,,,,
连续适温高湿天数,连续适温高湿天数,white_incidence,白斑病发病株率,120,,,,
连续适温高湿天数,连续适温高湿天数,white_index,白斑病病情指数,120,,,,
连续弱风高湿天数,连续弱风高湿天数,gray_incidence,灰斑病发病株率,119,0.042721277119269783,0.6445649556410338,-0.09609095616301999,0.29853877547216345
连续弱风高湿天数,连续弱风高湿天数,gray_index,灰斑病病情指数,118,0.07361414806712312,0.4282338567612361,-0.005855915126191002,0.9498183460745299
连续弱风高湿天数,连续弱风高湿天数,blight_incidence,大斑病发病株率,121,0.34923545988178273,8.634381890892977e-05,0.40128431143675236,5.078075844295676e-06
连续弱风高湿天数,连续弱风高湿天数,blight_index,大斑病病情指数,121,0.3459728937773911,0.0001015157487575539,0.2954927454170788,0.001000165735201047
连续弱风高湿天数,连续弱风高湿天数,white_incidence,白斑病发病株率,120,-0.013687355973229454,0.8820468055518259,0.17914583181696,0.05025677407955595
连续弱风高湿天数,连续弱风高湿天数,white_index,白斑病病情指数,120,-0.005667559896126308,0.9510122557103539,0.1262460690855816,0.16944627437013218
